name,age,user_city,has_car,education_level,english,studies,job,company,job_city,salary_range,contract_type
Michael Hall,24,Bilbao,True,Master,True,Computer Science,Data Analyst,TravelX,Bilbao,€1300-1500,Internship
Travis Hernandez,24,Barcelona,True,High School,False,Law,Teacher Assistant,DesignHub,Sevilla,€1300-1500,Internship
Chris Cooper,23,Bilbao,True,High School,False,Education,Sales Assistant,MediCare,Valencia,€1300-1500,Internship
Terri Hernandez,20,Barcelona,False,Master,True,Tourism,Data Analyst,TechSolutions,Barcelona,€1300-1500,Part-time
Monica Peters,25,Zaragoza,True,Vocational Training,False,Mechanical Engineering,Graphic Designer,TravelX,Logroño,€900-1100,Full-time
Anne Larsen,23,Logroño,True,Vocational Training,True,Electrical Engineering,Junior Developer,DesignHub,Madrid,€1300-1500,Full-time
Stephen Allen,24,Zaragoza,False,Master,False,Business Administration,HR Assistant,DesignHub,Bilbao,€900-1100,Full-time
Aaron Johnson,18,Valencia,False,Master,False,Computer Science,Junior Developer,GlobalBiz,Sevilla,€1300-1500,Full-time
Tyler Baker,25,Barcelona,False,Master,True,Business Administration,Data Analyst,DesignHub,Barcelona,€1100-1300,Part-time
Michael Kennedy,23,Barcelona,False,Vocational Training,True,Electrical Engineering,Junior Developer,GlobalBiz,Logroño,€1300-1500,Internship
Bryan Anderson,25,Valencia,False,Master,True,Nursing,Graphic Designer,GlobalBiz,Zaragoza,€1100-1300,Full-time
Erin Hooper,22,Barcelona,False,Bachelor,True,Marketing,Marketing Intern,InnovaCorp,Valencia,€1300-1500,Part-time
Wayne Martinez,22,Logroño,False,Bachelor,True,Law,HR Assistant,DesignHub,Sevilla,€1300-1500,Part-time
Cory Roberts,20,Valencia,False,Vocational Training,True,Law,HR Assistant,DesignHub,Barcelona,€900-1100,Internship
Danielle Garcia,22,Valencia,False,Vocational Training,True,Nursing,Nurse Assistant,TravelX,Barcelona,€1100-1300,Full-time
Lori Kaufman,20,Zaragoza,False,Bachelor,False,Graphic Design,Graphic Designer,TravelX,Sevilla,€900-1100,Part-time
Micheal Decker,24,Barcelona,False,High School,True,Tourism,Receptionist,InnovaCorp,Barcelona,€1100-1300,Full-time
Jerry Lee,19,Sevilla,True,Vocational Training,False,Electrical Engineering,Electrician Assistant,DesignHub,Barcelona,€1100-1300,Full-time
Jeffrey Daniel,18,Bilbao,True,Master,True,Tourism,HR Assistant,TravelX,Bilbao,€1300-1500,Full-time
Lauren Ochoa,19,Bilbao,True,High School,False,Law,Marketing Intern,GlobalBiz,Zaragoza,€1300-1500,Internship
Dr. Ryan Dunlap DDS,21,Madrid,False,Vocational Training,False,Marketing,Sales Assistant,TechSolutions,Logroño,€900-1100,Full-time
Jessica Thomas,19,Barcelona,True,Vocational Training,False,Computer Science,Marketing Intern,TravelX,Zaragoza,€1300-1500,Part-time
Paul Barnes,25,Zaragoza,True,High School,True,Tourism,Receptionist,MediCare,Madrid,€1100-1300,Internship
Andrea Martin,25,Bilbao,True,Vocational Training,True,Education,Teacher Assistant,MediCare,Valencia,€1300-1500,Internship
Michelle Waller MD,24,Bilbao,False,High School,False,Mechanical Engineering,Junior Developer,GlobalBiz,Zaragoza,€1100-1300,Full-time
Kenneth Knapp,22,Bilbao,False,Master,True,Tourism,Electrician Assistant,GlobalBiz,Logroño,€1100-1300,Part-time
Jessica Harrison,21,Bilbao,False,Bachelor,False,Education,Graphic Designer,TechSolutions,Zaragoza,€900-1100,Part-time
Michael Nelson,18,Barcelona,True,Bachelor,False,Electrical Engineering,Data Analyst,MediCare,Logroño,€1100-1300,Internship
Susan Rios,25,Zaragoza,True,Bachelor,True,Mechanical Engineering,Marketing Intern,InnovaCorp,Valencia,€1300-1500,Part-time
Anne Floyd,23,Bilbao,True,Master,True,Nursing,Teacher Assistant,DesignHub,Barcelona,€1100-1300,Internship
Daniel Proctor,21,Bilbao,True,Master,True,Marketing,Nurse Assistant,TravelX,Sevilla,€1300-1500,Full-time
Michelle Herman,24,Sevilla,False,Bachelor,True,Nursing,Nurse Assistant,InnovaCorp,Valencia,€1100-1300,Full-time
Diane Johnson,23,Sevilla,False,Bachelor,False,Nursing,Nurse Assistant,TechSolutions,Zaragoza,€1100-1300,Internship
Whitney Johnson,24,Zaragoza,False,Bachelor,True,Electrical Engineering,Junior Developer,DesignHub,Barcelona,€900-1100,Full-time
Ryan Green,22,Valencia,False,Bachelor,False,Computer Science,Receptionist,GlobalBiz,Bilbao,€1300-1500,Full-time
Brandon Simmons,21,Madrid,True,Vocational Training,False,Nursing,Nurse Assistant,InnovaCorp,Valencia,€1300-1500,Part-time
John Gonzalez,25,Barcelona,False,High School,False,Electrical Engineering,Teacher Assistant,TravelX,Sevilla,€900-1100,Internship
Charles Lee,18,Valencia,False,Bachelor,False,Education,HR Assistant,TechSolutions,Sevilla,€900-1100,Full-time
Thomas Clark,19,Zaragoza,True,Bachelor,False,Marketing,Teacher Assistant,GlobalBiz,Bilbao,€900-1100,Full-time
Jason Garcia,19,Bilbao,False,Master,True,Tourism,Electrician Assistant,TravelX,Zaragoza,€1100-1300,Full-time
Megan Rojas,18,Zaragoza,False,Vocational Training,True,Tourism,Receptionist,DesignHub,Barcelona,€900-1100,Part-time
Joel Castaneda,25,Valencia,True,Vocational Training,False,Tourism,HR Assistant,GlobalBiz,Bilbao,€1300-1500,Internship
Luis Porter,20,Sevilla,False,High School,False,Graphic Design,Junior Developer,TravelX,Madrid,€1300-1500,Part-time
David Johnson,18,Zaragoza,False,Master,True,Education,Teacher Assistant,GlobalBiz,Bilbao,€1100-1300,Full-time
Amy Smith,19,Zaragoza,True,High School,True,Education,Electrician Assistant,InnovaCorp,Zaragoza,€1300-1500,Internship
Kimberly Stone,25,Zaragoza,False,Vocational Training,True,Graphic Design,Graphic Designer,MediCare,Logroño,€900-1100,Full-time
Randy Johnson,23,Valencia,False,High School,True,Law,Electrician Assistant,DesignHub,Logroño,€1100-1300,Internship
Robin Nguyen,24,Zaragoza,False,Bachelor,True,Law,HR Assistant,TechSolutions,Barcelona,€1100-1300,Part-time
David Mclaughlin,20,Logroño,False,Bachelor,True,Law,HR Assistant,DesignHub,Logroño,€900-1100,Full-time
Teresa Cook MD,23,Barcelona,False,Vocational Training,True,Marketing,Sales Assistant,TechSolutions,Madrid,€1300-1500,Full-time
Justin Choi,18,Valencia,False,Vocational Training,False,Business Administration,Sales Assistant,DesignHub,Barcelona,€900-1100,Part-time
John Kelly,20,Barcelona,False,Master,False,Mechanical Engineering,Junior Developer,InnovaCorp,Sevilla,€900-1100,Part-time
Julia Williams,18,Madrid,False,Master,True,Graphic Design,Graphic Designer,MediCare,Barcelona,€900-1100,Part-time
Deborah Vazquez,19,Bilbao,True,High School,True,Education,Sales Assistant,InnovaCorp,Madrid,€1100-1300,Full-time
Charles Rodriguez,23,Barcelona,True,Bachelor,False,Mechanical Engineering,Electrician Assistant,GlobalBiz,Sevilla,€1100-1300,Full-time
Mitchell Watson,19,Sevilla,False,Master,True,Computer Science,Data Analyst,TechSolutions,Valencia,€1100-1300,Part-time
Gregory Bauer,19,Logroño,True,Master,False,Mechanical Engineering,Receptionist,MediCare,Madrid,€1100-1300,Full-time
Tracy Lewis,23,Barcelona,True,High School,True,Mechanical Engineering,Sales Assistant,TravelX,Barcelona,€900-1100,Full-time
Russell Mcdonald,25,Zaragoza,True,High School,True,Law,HR Assistant,GlobalBiz,Bilbao,€1100-1300,Internship
Scott Dominguez,24,Barcelona,True,Vocational Training,True,Education,Nurse Assistant,TechSolutions,Zaragoza,€900-1100,Internship
Juan Carney,25,Logroño,False,Vocational Training,False,Graphic Design,Graphic Designer,TravelX,Valencia,€900-1100,Internship
Ernest Craig,23,Logroño,True,High School,False,Computer Science,Receptionist,TechSolutions,Bilbao,€1100-1300,Full-time
Kathryn Vaughn,20,Valencia,True,Vocational Training,True,Computer Science,Junior Developer,MediCare,Madrid,€900-1100,Part-time
Marvin Barrett,25,Zaragoza,True,Master,False,Marketing,HR Assistant,MediCare,Sevilla,€1100-1300,Internship
Heidi Stuart,23,Sevilla,True,Bachelor,True,Electrical Engineering,Junior Developer,InnovaCorp,Bilbao,€900-1100,Internship
Cory Tate,21,Valencia,True,High School,True,Graphic Design,Marketing Intern,InnovaCorp,Valencia,€900-1100,Full-time
Terry Gray,22,Bilbao,False,Bachelor,False,Law,Sales Assistant,GlobalBiz,Sevilla,€1100-1300,Full-time
Kristen Flowers,20,Zaragoza,True,High School,False,Computer Science,Sales Assistant,TechSolutions,Barcelona,€1300-1500,Internship
Caitlin Odonnell,21,Madrid,False,Vocational Training,False,Tourism,Graphic Designer,GlobalBiz,Barcelona,€1300-1500,Full-time
Robert Cunningham,24,Bilbao,False,Master,True,Electrical Engineering,Electrician Assistant,MediCare,Madrid,€1300-1500,Part-time
Scott West,23,Valencia,False,Bachelor,True,Nursing,Nurse Assistant,DesignHub,Madrid,€1300-1500,Part-time
Jacqueline Burns,22,Logroño,True,High School,False,Graphic Design,Electrician Assistant,InnovaCorp,Madrid,€900-1100,Part-time
Jimmy Hines,19,Zaragoza,False,High School,False,Marketing,Sales Assistant,MediCare,Sevilla,€1300-1500,Internship
Whitney Cameron,20,Zaragoza,True,Master,True,Marketing,Junior Developer,InnovaCorp,Logroño,€1300-1500,Part-time
Sandy Barrett,20,Barcelona,True,High School,False,Education,Nurse Assistant,InnovaCorp,Madrid,€1300-1500,Internship
Richard Allen,21,Valencia,True,Vocational Training,False,Mechanical Engineering,Receptionist,GlobalBiz,Sevilla,€1300-1500,Part-time
Logan Jackson,25,Logroño,False,Master,False,Marketing,Junior Developer,TechSolutions,Valencia,€1300-1500,Full-time
Michael Fisher,22,Zaragoza,False,Vocational Training,True,Computer Science,Junior Developer,InnovaCorp,Sevilla,€900-1100,Internship
Cristina Baker,24,Bilbao,True,Vocational Training,False,Graphic Design,Graphic Designer,GlobalBiz,Madrid,€900-1100,Part-time
Kenneth Murray,20,Logroño,True,Master,True,Law,Marketing Intern,MediCare,Barcelona,€1300-1500,Part-time
Joshua Thompson,23,Valencia,True,High School,True,Education,Teacher Assistant,MediCare,Barcelona,€1300-1500,Part-time
Lisa Molina,22,Madrid,False,High School,False,Marketing,Sales Assistant,TechSolutions,Sevilla,€1100-1300,Internship
Kimberly Murphy,25,Zaragoza,False,Master,True,Electrical Engineering,Marketing Intern,TravelX,Madrid,€900-1100,Full-time
Hayden Cruz,23,Sevilla,True,Vocational Training,False,Graphic Design,Graphic Designer,GlobalBiz,Zaragoza,€1300-1500,Full-time
Justin Anderson,22,Logroño,False,Bachelor,False,Graphic Design,Graphic Designer,TechSolutions,Madrid,€900-1100,Full-time
Julie Lee,25,Bilbao,False,Vocational Training,False,Mechanical Engineering,HR Assistant,TechSolutions,Zaragoza,€1300-1500,Part-time
Teresa Burnett,24,Madrid,True,Master,True,Law,Teacher Assistant,TechSolutions,Madrid,€900-1100,Part-time
Kim Thompson,24,Logroño,False,Master,True,Tourism,Graphic Designer,TravelX,Zaragoza,€1300-1500,Internship
Tina Huerta,24,Bilbao,True,Master,True,Mechanical Engineering,Junior Developer,DesignHub,Valencia,€900-1100,Part-time
Kelly Jones,24,Valencia,False,High School,False,Nursing,Nurse Assistant,InnovaCorp,Valencia,€1100-1300,Internship
Andrea Smith,23,Barcelona,False,Master,False,Marketing,Receptionist,GlobalBiz,Zaragoza,€900-1100,Part-time
Mitchell Harris,19,Bilbao,True,Bachelor,False,Law,Nurse Assistant,GlobalBiz,Madrid,€1300-1500,Internship
David Terry,24,Zaragoza,False,Bachelor,False,Marketing,Marketing Intern,GlobalBiz,Zaragoza,€1300-1500,Part-time
April Cruz,23,Zaragoza,True,Bachelor,False,Tourism,Sales Assistant,GlobalBiz,Madrid,€900-1100,Internship
Jonathan Reyes,22,Bilbao,True,Bachelor,True,Graphic Design,Graphic Designer,TechSolutions,Madrid,€1300-1500,Full-time
Candace Rodriguez,24,Bilbao,False,Bachelor,True,Tourism,Receptionist,InnovaCorp,Sevilla,€900-1100,Full-time
Dr. Theresa Pena,22,Sevilla,True,High School,False,Mechanical Engineering,Marketing Intern,TravelX,Barcelona,€1300-1500,Part-time
Ralph Wright,18,Barcelona,True,Master,True,Mechanical Engineering,Graphic Designer,DesignHub,Zaragoza,€900-1100,Internship
Jaime Henry,18,Zaragoza,False,Bachelor,True,Computer Science,Data Analyst,MediCare,Bilbao,€1300-1500,Full-time
Phillip Porter,21,Bilbao,False,Master,True,Education,Teacher Assistant,DesignHub,Valencia,€1300-1500,Part-time
Zachary Bailey,22,Barcelona,False,Master,False,Tourism,Electrician Assistant,GlobalBiz,Madrid,€1300-1500,Internship
Samantha Knapp,23,Zaragoza,False,Vocational Training,True,Business Administration,Receptionist,TechSolutions,Zaragoza,€1300-1500,Internship
Brian Schmidt,23,Bilbao,True,Vocational Training,False,Nursing,Nurse Assistant,TravelX,Sevilla,€1100-1300,Full-time
Dawn Williams,24,Bilbao,False,High School,True,Computer Science,Electrician Assistant,DesignHub,Madrid,€1100-1300,Part-time
Kevin Castro,20,Logroño,False,High School,False,Business Administration,Sales Assistant,DesignHub,Madrid,€1300-1500,Full-time
Robin Harris,25,Barcelona,False,Master,True,Graphic Design,HR Assistant,TravelX,Logroño,€1300-1500,Part-time
Joel Thompson,23,Zaragoza,False,Vocational Training,False,Marketing,Sales Assistant,TravelX,Madrid,€1300-1500,Part-time
Marilyn Thompson,19,Sevilla,True,High School,True,Education,Marketing Intern,InnovaCorp,Bilbao,€900-1100,Internship
Roy Harris,18,Madrid,True,Master,True,Tourism,Receptionist,TravelX,Logroño,€1300-1500,Part-time
Rebecca Fernandez,24,Zaragoza,False,Master,False,Marketing,Sales Assistant,TechSolutions,Valencia,€1100-1300,Internship
Misty Tucker,24,Barcelona,False,Bachelor,False,Business Administration,Receptionist,InnovaCorp,Barcelona,€1100-1300,Full-time
Stephen Anderson,19,Bilbao,False,Bachelor,False,Business Administration,Junior Developer,TravelX,Madrid,€1300-1500,Internship
Sheryl Jones,23,Bilbao,True,High School,True,Computer Science,Junior Developer,GlobalBiz,Sevilla,€1100-1300,Internship
Bradley Jones,23,Logroño,False,High School,True,Mechanical Engineering,Sales Assistant,TravelX,Barcelona,€1100-1300,Internship
Jasmine Santana,20,Logroño,True,Bachelor,True,Electrical Engineering,Junior Developer,MediCare,Madrid,€1300-1500,Internship
Daniel Johnson,19,Valencia,True,Bachelor,False,Business Administration,Teacher Assistant,TravelX,Barcelona,€900-1100,Part-time
Mrs. Sydney Hammond,21,Logroño,False,Vocational Training,False,Electrical Engineering,Electrician Assistant,TechSolutions,Logroño,€1300-1500,Internship
Susan Rivera,23,Barcelona,False,Vocational Training,False,Marketing,Sales Assistant,MediCare,Madrid,€1100-1300,Internship
Robin Simon,25,Bilbao,False,High School,True,Tourism,Receptionist,GlobalBiz,Valencia,€900-1100,Part-time
Michelle Hurst,21,Sevilla,False,Bachelor,False,Graphic Design,Graphic Designer,MediCare,Madrid,€1100-1300,Internship
Carl Allen,23,Sevilla,False,Master,False,Nursing,Junior Developer,TravelX,Zaragoza,€900-1100,Internship
Nicole Barton,19,Logroño,True,Bachelor,True,Tourism,Electrician Assistant,TechSolutions,Madrid,€1100-1300,Part-time
Michelle Burns,21,Logroño,True,Bachelor,True,Graphic Design,Graphic Designer,DesignHub,Logroño,€900-1100,Internship
Ross Barnes,19,Logroño,False,Master,True,Mechanical Engineering,Data Analyst,DesignHub,Barcelona,€1100-1300,Internship
Cathy Manning,18,Logroño,True,High School,False,Mechanical Engineering,HR Assistant,TechSolutions,Barcelona,€1300-1500,Part-time
Audrey Castro,20,Zaragoza,False,Master,True,Tourism,Junior Developer,InnovaCorp,Barcelona,€1300-1500,Internship
Karen Mclaughlin,22,Logroño,False,Master,False,Mechanical Engineering,Receptionist,DesignHub,Madrid,€1100-1300,Part-time
Ronald Patrick,24,Valencia,True,Bachelor,True,Electrical Engineering,Junior Developer,TechSolutions,Logroño,€1100-1300,Internship
Patrick Martin,21,Barcelona,False,High School,True,Business Administration,Sales Assistant,InnovaCorp,Bilbao,€1100-1300,Internship
Justin Wiggins,22,Valencia,False,Master,False,Education,Teacher Assistant,GlobalBiz,Madrid,€900-1100,Part-time
Julie Perez,21,Barcelona,True,High School,False,Mechanical Engineering,Graphic Designer,MediCare,Madrid,€900-1100,Internship
Angela Barajas,18,Zaragoza,True,Master,True,Business Administration,Data Analyst,MediCare,Bilbao,€1100-1300,Part-time
Larry Reid,20,Zaragoza,True,Master,True,Education,Teacher Assistant,DesignHub,Valencia,€900-1100,Full-time
Kimberly Thompson,18,Barcelona,False,Vocational Training,False,Nursing,Nurse Assistant,InnovaCorp,Logroño,€900-1100,Part-time
Donna Wright,24,Madrid,True,Vocational Training,False,Education,Sales Assistant,DesignHub,Barcelona,€1100-1300,Full-time
Anthony Howard,25,Zaragoza,True,High School,False,Business Administration,Sales Assistant,TravelX,Barcelona,€900-1100,Full-time
Ryan Mata,23,Sevilla,True,High School,True,Business Administration,Sales Assistant,DesignHub,Valencia,€1100-1300,Internship
Evan Fowler,20,Sevilla,True,High School,True,Computer Science,Teacher Assistant,TechSolutions,Zaragoza,€1100-1300,Full-time
Steven Mccormick,19,Bilbao,True,Vocational Training,True,Law,Junior Developer,DesignHub,Zaragoza,€1100-1300,Full-time
Kristy Lee,24,Logroño,True,Bachelor,False,Electrical Engineering,Graphic Designer,TravelX,Valencia,€1100-1300,Full-time
Mark Hayes,25,Bilbao,False,Master,True,Electrical Engineering,Marketing Intern,InnovaCorp,Valencia,€1300-1500,Full-time
Michelle Smith,20,Valencia,True,Master,False,Marketing,Receptionist,GlobalBiz,Barcelona,€900-1100,Part-time
Jenna Collins,24,Zaragoza,False,Vocational Training,False,Marketing,Sales Assistant,MediCare,Sevilla,€1100-1300,Part-time
Leslie Werner,25,Valencia,False,Master,False,Electrical Engineering,Nurse Assistant,DesignHub,Sevilla,€900-1100,Full-time
Theresa Curtis,21,Bilbao,True,Vocational Training,True,Mechanical Engineering,Teacher Assistant,GlobalBiz,Sevilla,€1300-1500,Part-time
Brittany Oconnor,23,Barcelona,False,Bachelor,True,Graphic Design,Graphic Designer,TravelX,Logroño,€1100-1300,Part-time
Christian Solis,24,Valencia,True,High School,True,Mechanical Engineering,Receptionist,TravelX,Sevilla,€900-1100,Part-time
Michael Warren,18,Logroño,True,Vocational Training,False,Law,HR Assistant,DesignHub,Logroño,€1300-1500,Internship
Denise King,24,Valencia,False,Vocational Training,True,Graphic Design,Graphic Designer,DesignHub,Barcelona,€1100-1300,Part-time
Amy Carpenter,18,Madrid,True,High School,True,Business Administration,Sales Assistant,GlobalBiz,Zaragoza,€900-1100,Part-time
Jared Wilson,23,Valencia,True,Vocational Training,True,Mechanical Engineering,Nurse Assistant,TravelX,Valencia,€1300-1500,Part-time
Tanner Schaefer,25,Valencia,True,Bachelor,True,Nursing,Nurse Assistant,InnovaCorp,Barcelona,€1100-1300,Internship
Jessica Larson,24,Logroño,True,Vocational Training,False,Nursing,Nurse Assistant,DesignHub,Barcelona,€1100-1300,Internship
Sara Hamilton,18,Sevilla,False,Vocational Training,False,Electrical Engineering,Electrician Assistant,TechSolutions,Bilbao,€1300-1500,Part-time
Margaret Stevens,25,Sevilla,False,Vocational Training,False,Computer Science,Nurse Assistant,TechSolutions,Valencia,€900-1100,Internship
Daniel Taylor,20,Madrid,True,Bachelor,False,Marketing,Nurse Assistant,GlobalBiz,Logroño,€900-1100,Part-time
Roberto Hayes,25,Valencia,False,High School,False,Marketing,Sales Assistant,TravelX,Valencia,€1300-1500,Internship
James Maldonado,25,Logroño,True,Bachelor,True,Computer Science,Data Analyst,GlobalBiz,Sevilla,€1100-1300,Part-time
Roberto Bentley,18,Valencia,True,Bachelor,False,Business Administration,Sales Assistant,TravelX,Madrid,€1300-1500,Full-time
James Coleman,18,Sevilla,False,Bachelor,False,Mechanical Engineering,Receptionist,TechSolutions,Logroño,€1300-1500,Part-time
Jeffrey Miranda,24,Zaragoza,False,Bachelor,False,Education,Receptionist,DesignHub,Valencia,€900-1100,Part-time
Roy Torres,22,Valencia,True,Vocational Training,False,Nursing,Nurse Assistant,DesignHub,Madrid,€1300-1500,Part-time
Madeline White,19,Barcelona,True,High School,True,Business Administration,Sales Assistant,GlobalBiz,Madrid,€900-1100,Full-time
Joshua Fox,21,Logroño,True,High School,True,Computer Science,Nurse Assistant,TravelX,Madrid,€900-1100,Full-time
Sydney Carpenter,25,Madrid,True,Bachelor,True,Law,HR Assistant,InnovaCorp,Logroño,€900-1100,Internship
Amanda Fleming,19,Zaragoza,True,High School,True,Graphic Design,Marketing Intern,TechSolutions,Logroño,€900-1100,Part-time
Lauren Christensen,23,Logroño,False,Vocational Training,False,Mechanical Engineering,Teacher Assistant,DesignHub,Barcelona,€1100-1300,Part-time
David Macias,18,Madrid,True,Master,True,Education,Teacher Assistant,InnovaCorp,Valencia,€900-1100,Full-time
Chelsea Rogers,21,Barcelona,False,High School,True,Mechanical Engineering,Marketing Intern,InnovaCorp,Sevilla,€1300-1500,Full-time
Jeffrey Cohen,22,Sevilla,False,Master,False,Mechanical Engineering,Nurse Assistant,DesignHub,Barcelona,€1300-1500,Internship
Ernest Colon,22,Madrid,True,Bachelor,True,Business Administration,Marketing Intern,GlobalBiz,Logroño,€900-1100,Full-time
Zachary Clark,24,Logroño,True,High School,False,Computer Science,Nurse Assistant,TravelX,Zaragoza,€1100-1300,Full-time
Claudia Cunningham,19,Valencia,False,Bachelor,False,Electrical Engineering,Nurse Assistant,MediCare,Valencia,€1100-1300,Part-time
Tammy Hernandez,21,Logroño,False,Vocational Training,True,Computer Science,Junior Developer,MediCare,Sevilla,€1100-1300,Part-time
Jodi Byrd,25,Barcelona,False,Master,False,Marketing,Receptionist,TechSolutions,Zaragoza,€900-1100,Part-time
Christopher Franklin MD,24,Madrid,False,Vocational Training,False,Tourism,Sales Assistant,InnovaCorp,Bilbao,€900-1100,Internship
Allison Jimenez,19,Barcelona,False,High School,False,Electrical Engineering,Nurse Assistant,InnovaCorp,Madrid,€1100-1300,Part-time
Benjamin Fisher,20,Barcelona,False,Bachelor,False,Mechanical Engineering,Teacher Assistant,DesignHub,Sevilla,€1100-1300,Part-time
Gabriel Hernandez,20,Madrid,True,Master,True,Tourism,Nurse Assistant,DesignHub,Sevilla,€1300-1500,Part-time
Mark Johnson,20,Sevilla,False,Vocational Training,False,Mechanical Engineering,Junior Developer,GlobalBiz,Logroño,€900-1100,Part-time
Eric Mitchell MD,22,Barcelona,False,Master,True,Law,Nurse Assistant,DesignHub,Valencia,€1300-1500,Internship
Jane Singh,23,Sevilla,False,Master,True,Computer Science,Data Analyst,InnovaCorp,Barcelona,€1100-1300,Full-time
Courtney Willis,21,Bilbao,False,Bachelor,False,Nursing,Nurse Assistant,DesignHub,Barcelona,€900-1100,Part-time
Michael Moore,21,Bilbao,False,Vocational Training,True,Electrical Engineering,Junior Developer,GlobalBiz,Bilbao,€900-1100,Part-time
Victoria Rowland,20,Sevilla,False,Bachelor,True,Education,Teacher Assistant,TechSolutions,Sevilla,€1100-1300,Internship
Mrs. Jennifer Mann,22,Sevilla,True,Vocational Training,False,Computer Science,Marketing Intern,DesignHub,Madrid,€1100-1300,Part-time
Sean Allen,25,Sevilla,False,Vocational Training,False,Tourism,Teacher Assistant,TravelX,Barcelona,€1300-1500,Internship
Robert Barron,19,Bilbao,False,Bachelor,True,Mechanical Engineering,Marketing Intern,MediCare,Sevilla,€1300-1500,Internship
Christopher Cain,22,Valencia,True,Bachelor,True,Marketing,Marketing Intern,DesignHub,Logroño,€1100-1300,Internship
Benjamin Hansen,23,Logroño,False,Master,True,Electrical Engineering,Electrician Assistant,InnovaCorp,Bilbao,€1100-1300,Part-time
Stacey Gardner,19,Barcelona,False,Bachelor,False,Nursing,Nurse Assistant,InnovaCorp,Bilbao,€900-1100,Part-time
Sandra Mccall,18,Bilbao,False,High School,True,Tourism,Receptionist,InnovaCorp,Valencia,€1300-1500,Part-time
Casey Hale,18,Barcelona,False,Master,False,Graphic Design,Teacher Assistant,TechSolutions,Logroño,€1100-1300,Part-time
Nathan Powell,18,Madrid,True,High School,True,Electrical Engineering,Sales Assistant,InnovaCorp,Madrid,€1300-1500,Internship
Regina Huffman,21,Valencia,True,High School,False,Tourism,Receptionist,GlobalBiz,Zaragoza,€900-1100,Part-time
Jason Ramos,24,Logroño,True,High School,False,Graphic Design,Electrician Assistant,TechSolutions,Zaragoza,€900-1100,Part-time
Brenda Juarez,20,Barcelona,True,High School,False,Mechanical Engineering,Electrician Assistant,TechSolutions,Madrid,€1300-1500,Full-time
William Williams,21,Barcelona,True,Master,True,Computer Science,Data Analyst,InnovaCorp,Bilbao,€1100-1300,Part-time
Rebecca Garcia,24,Zaragoza,False,Master,True,Education,Teacher Assistant,TechSolutions,Logroño,€1300-1500,Full-time
Jason Smith,24,Bilbao,True,High School,True,Mechanical Engineering,Marketing Intern,InnovaCorp,Bilbao,€1100-1300,Internship
David Rogers,23,Zaragoza,True,High School,False,Education,Receptionist,InnovaCorp,Barcelona,€1300-1500,Internship
Cody Stanley,22,Sevilla,True,Bachelor,False,Education,Marketing Intern,TravelX,Valencia,€1100-1300,Internship
Nancy Reyes,23,Logroño,False,Bachelor,False,Business Administration,Graphic Designer,TechSolutions,Sevilla,€1300-1500,Full-time
Christian Buchanan,24,Madrid,False,Vocational Training,True,Business Administration,Sales Assistant,DesignHub,Zaragoza,€900-1100,Internship
Amber Scott,22,Sevilla,True,Vocational Training,False,Tourism,Marketing Intern,TravelX,Zaragoza,€1100-1300,Internship
Shawn Graham,18,Zaragoza,True,Bachelor,True,Mechanical Engineering,Nurse Assistant,InnovaCorp,Sevilla,€1300-1500,Part-time
Jessica Mccormick,23,Zaragoza,True,Master,False,Law,Graphic Designer,MediCare,Bilbao,€1300-1500,Part-time
Veronica Dennis,21,Zaragoza,True,High School,True,Computer Science,Teacher Assistant,TechSolutions,Zaragoza,€900-1100,Part-time
Elizabeth Martinez,18,Logroño,True,Bachelor,False,Graphic Design,Graphic Designer,TechSolutions,Valencia,€900-1100,Full-time
Jennifer Russell,21,Valencia,False,Master,False,Business Administration,Junior Developer,GlobalBiz,Zaragoza,€900-1100,Internship
Andrew Hinton,22,Zaragoza,True,Vocational Training,False,Electrical Engineering,Electrician Assistant,DesignHub,Logroño,€1300-1500,Internship
Jose Ward,25,Madrid,True,Vocational Training,True,Business Administration,Receptionist,TravelX,Logroño,€1300-1500,Part-time
Michael Newman,22,Logroño,True,High School,False,Business Administration,Sales Assistant,TechSolutions,Sevilla,€1300-1500,Part-time
Douglas Arroyo,18,Zaragoza,False,High School,False,Graphic Design,Receptionist,InnovaCorp,Madrid,€1300-1500,Internship
Lori Gibson,19,Barcelona,False,Bachelor,False,Electrical Engineering,Junior Developer,DesignHub,Valencia,€900-1100,Internship
Cheryl Woods,25,Zaragoza,False,High School,True,Law,Electrician Assistant,DesignHub,Sevilla,€900-1100,Full-time
Dr. Jennifer King MD,18,Bilbao,False,Bachelor,False,Business Administration,Graphic Designer,MediCare,Bilbao,€900-1100,Part-time
Tina Taylor,23,Sevilla,True,Vocational Training,False,Tourism,Teacher Assistant,MediCare,Valencia,€1100-1300,Part-time
John Lewis,22,Sevilla,False,Vocational Training,False,Education,Receptionist,TechSolutions,Bilbao,€1100-1300,Internship
Kyle Young,23,Zaragoza,True,Bachelor,False,Electrical Engineering,Junior Developer,GlobalBiz,Bilbao,€1300-1500,Internship
Jennifer Carter,23,Zaragoza,False,Vocational Training,True,Mechanical Engineering,Data Analyst,MediCare,Madrid,€1300-1500,Full-time
Steven Young,18,Bilbao,True,High School,True,Nursing,Marketing Intern,DesignHub,Logroño,€1100-1300,Part-time
